smiles,lgK
O=C(O)CN1CCN(CCCO)CCN(CC(=O)O)CCN(CC(=O)O)CC1,23.160378543637233
O=C(O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1,23.66438330270838
O=C(O)CN1CCN(CC(=O)O)CCN(OC(=O)O)CCN(CC(=O)O)CC1,22.382638354471172
O=C(O)CN1CCN(CC(=O)O)CCN(CS(=O)O)CCN(CC(=O)O)CC1,21.326964491569754
CC(O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1,21.843657974936278
O=C(O)CN1CCN(CC(=O)O)CCN(CC(O)O)CCN(CC(=O)O)CC1,21.908481094644024
NC(=O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1,21.570222539110226
O=C(O)CN1CCN(CCO)CCN(CC(=O)O)CCN(CC(=O)O)CC1,23.185349413964193
NC(O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1,21.169704145215093
O=C(O)CN1CCN(CC(=O)O)CCN(NC(=O)O)CCN(CC(=O)O)CC1,21.760918661824952
N=C(O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1,21.912882790567714
