smiles,lgK
O=P(O)(O)CN(Cc1cccc(CN(CP(=O)(O)O)CP(=O)(O)O)n1)CP(=O)(O)O,29.016022672675394
O=C(O)N1CCN(CP(=O)(O)O)CCN(C(=O)O)CCN(C(=O)O)CC1,28.39976603665039
O=C(O)N1CCN(CS(O)(O)O)CCN(C(=O)O)CCN(C(=O)O)CC1,26.84482121871792
O=C(O)N1CCN(CP(=O)(O)CC[PH](=O)O)CCN(C(=O)O)CCN(C(=O)O)CC1,26.14487280190367
O=C(O)CCP(=O)(O)CN1CCN(C(=O)O)CCN(C(=O)O)CCN(C(=O)O)CC1,25.385080516579713
O=C(O)N1CCN(COCC[PH](=O)O)CCN(C(=O)O)CCN(C(=O)O)CC1,25.05244126225901
O=C(O)N1CCN(CP(=O)(O)O)CCN(CP(=O)(O)O)CCN(C(=O)O)CC1,24.994554248613987
NC(=O)N1CCN(C(=O)O)CCN(CP(=O)(O)O)CCN(C(=O)O)CC1,24.81530578705899
O=C(O)N1CCN(NP(=O)(O)O)CCN(C(=O)O)CCN(C(=O)O)CC1,24.80524531404496
NC(=O)N1CCN(CP(=O)(O)O)CCN(C(=O)O)CCN(C(=O)O)CC1,24.75184855052821
O=P(O)(O)CN1CCN(CP(=O)(O)O)CCN(CP(=O)(O)O)CCN(CP(=O)(O)O)CC1,24.648000664115475
O=C(O)NCC1CCN(C(=O)O)CCN(C(=O)O)CCN1CP(=O)(O)O,24.291630048064953
O=C(O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1,24.048836730972894
O=C(O)N1CCN(CP(=O)(O)O)SCN(C(=O)O)CCN(C(=O)O)CC1,23.74931771215165
CP(=O)(O)CN(CCNC(=O)O)N1CCN(C(=O)O)CCN(C(=O)O)CCN(C(=O)O)CC1,23.73692824077301
NP(=O)(O)CN(Cc1cccc(CN(CP(=O)(O)O)CP(=O)(O)O)n1)CP(=O)(O)O,23.6496147640842
CC(=O)N1CCN(CP(=O)(O)O)CCN(C(=O)O)CCN(C(=O)O)CC1,23.308097953422106
O=P(O)(O)CN(Cc1cccc(CN(CP(=O)(O)O)NP(=O)(O)O)n1)CP(=O)(O)O,23.082726694660366
O=C(O)N1CCN(CP(=O)(O)CC=CC=CCNCP(=O)(O)O)CCN(C(=O)O)CCN(C(=O)O)CC1,22.69062797912757
CP(=O)(O)CN1CCN(C(=O)O)C=CC2CN(C(=O)O)CCN(C(=O)O)CCN(C(=O)O)CCN21,22.5180140585594
CP(=O)(O)CN(Cc1cccc(CN(CP(=O)(O)O)CP(=O)(O)O)n1)CP(=O)(O)O,22.23091796290348
O=P(O)(O)CN(Cc1cccc(CN(CP(=O)(O)O)CP(=O)(O)S)n1)CP(=O)(O)O,22.115084682106463
O=P(O)(O)CN(Cc1cccc(NN(CP(=O)(O)O)CP(=O)(O)O)n1)CP(=O)(O)O,22.02672875458316
O=C(O)N1CCN(CP(=O)(O)O)CCN(C(=O)O)CCN(N(O)O)CC1,21.97449569305135
COP(=O)(O)CN(Cc1cccc(CN(CP(=O)(O)O)CP(=O)(O)O)n1)P(=O)(O)O,21.926548770332225
O=C(O)N1CCN(CP(=O)(O)CC[PH](=O)O)CCN(C(=O)S)CCN(C(=O)O)CC1,21.90662723521936
O=[PH](CN(Cc1cccc(CN(CP(=O)(O)O)CP(=O)(O)O)n1)CP(=O)(O)O)OO,21.735768519075947
NCCN(CCN(CCN(CCNCP(=O)(O)O)C(=O)O)C(=O)O)C(=O)O,21.500897779351597
NC(O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1,21.39981879126814
O=C(O)N1CCN(COCN=[P+]([O-])O)CCN(C(=O)O)CCN(C(=O)O)CC1,21.350782829495884
CCN(CCN(CCN(CCNCP(=O)(O)O)C(=O)O)C(=O)O)C(=O)O,21.11428184396901
O=C(O)N1CCN(CP(=O)(O)O)CCN(C(=O)O)OCN(C(=O)O)CC1,21.09478121151339
