smiles,lgK
O=P(O)(O)CN(Cc1cccc(CN(CP(=O)(O)O)CP(=O)(O)O)n1)CP(=O)(O)O,29.016022672675394
O=C(O)N1CCN(CP(=O)(O)O)CCN(C(=O)O)CCN(C(=O)O)CC1,28.39976603665039
N=P(O)(O)CN1CCN(C(=O)O)CCN(C(=O)O)CCN(C(=O)O)CC1,27.039173221505724
NP(=O)(O)CN1CCN(C(=O)O)CCN(C(=O)O)CCN(C(=O)O)CC1,26.003231720715338
O=C(O)N1CCN(SP(=O)(O)O)CCN(C(=O)O)CCN(C(=O)O)CC1,25.897730585770542
O=C(O)CCP(=O)(O)CN1CCN(C(=O)O)CCN(C(=O)O)CCN(C(=O)O)CC1,25.385080516579713
NC(=O)N1CCN(C(=O)O)CCN(CP(=O)(O)O)CCN(C(=O)O)CC1,24.81530578705899
O=C(O)N1CCN(COCS[PH](=O)O)CCN(C(=O)O)CCN(C(=O)O)CC1,24.65066745822438
O=P(O)(O)CN1CCN(CP(=O)(O)O)CCN(CP(=O)(O)O)CCN(CP(=O)(O)O)CC1,24.648000664115475
O=P(O)(O)CN(Cc1cccc(CN(CP(=O)(O)O)SP(=O)(O)O)n1)CP(=O)(O)O,24.43745548870592
O=P(O)(O)CN(Cc1cccc(CN(CP(=O)(O)O)C[SH](=O)(O)O)n1)CP(=O)(O)O,24.060569725512643
N=P(O)(O)CN(Cc1cccc(CN(CP(=O)(O)O)CP(=O)(O)O)n1)CP(=O)(O)O,23.879595646011097
NP(=O)(O)CN(Cc1cccc(CN(CP(=O)(O)O)CP(=O)(O)O)n1)CP(=O)(O)O,23.6496147640842
C=C(O)N1CCN(CP(=O)(O)O)CCN(C(=O)O)CCN(C(=O)O)CC1,23.630224250310228
N=C(O)N1CCN(CP(=O)(O)O)CCN(C(=O)O)CCN(C(=O)O)CC1,23.52165658793259
CC(=O)N1CCN(CP(=O)(O)O)CCN(C(=O)O)CCN(C(=O)O)CC1,23.308097953422106
O=P(O)(O)CN(Cc1ccnc(CN(CP(=O)(O)O)CP(=O)(O)O)n1)CP(=O)(O)O,23.213400455785077
NC(O)N1CCN(CP(=O)(O)O)CCN(C(=O)O)CCN(C(=O)O)CC1,23.160445835405433
CC(O)N1CCN(CP(=O)(O)O)CCN(C(=O)O)CCN(C(=O)O)CC1,23.129806901108974
O=C(O)N1CCN(CP(=O)(O)O)CSN(C(=O)O)CCN(C(=O)O)CC1,23.10643217386237
O=P(O)(O)CN(Cc1cccc(CN(CP(=O)(O)O)NP(=O)(O)O)n1)CP(=O)(O)O,23.082726694660366
O=P(O)(O)CN(Cc1cccc(CNCOP(=O)(O)CP(=O)(O)O)n1)CP(=O)(O)O,23.010824591720073
O=P(O)(O)CN(Cc1cccc(CN(CP(=O)(O)O)CS(O)(O)O)n1)CP(=O)(O)O,22.866319431389485
O=C(O)N1CCN(CP(=O)(O)O)CCN(C(=O)O)CCN(C(O)O)CC1,22.811319734602243
O=C(O)N1CCN(CP(=O)(O)O)CCN(S(=O)O)CCN(C(=O)O)CC1,22.69243197251072
NP(=O)(O)NN(Cc1cccc(CN(CP(=O)(O)O)CP(=O)(O)O)n1)CP(=O)(O)O,22.62060718363719
CN1CCN(C(=O)O)CCN(C(=O)O)CCN(C(=O)O)CCOP1(=O)O,22.436971835795646
O=C(O)N1CCN(CP(=O)(O)O)NCN(C(=O)O)CCN(C(=O)O)CC1,22.359254464035622
O=P(O)(O)CN(Cc1cccc(CN(CP(=O)(O)O)OP(=O)(O)O)n1)CP(=O)(O)O,22.357461861428526
O=P(O)(O)CN(Cc1cccc(ON(CP(=O)(O)O)CP(=O)(O)O)n1)CP(=O)(O)O,22.294401365370867
CP(=O)(O)CN(Cc1cccc(CN(CP(=O)(O)O)CP(=O)(O)O)n1)CP(=O)(O)O,22.23091796290348
O=P(O)(O)CN(Cc1cccc(CN(CP(=O)(O)O)CP(=O)(O)S)n1)CP(=O)(O)O,22.115084682106463
O=[PH](O)OCOCN(Cc1cccc(CN(CP(=O)(O)O)CP(=O)(O)O)n1)CP(=O)(O)O,22.003096721472588
O=P(O)(O)CN(CC1=CC=CN(CN(CP(=O)(O)O)CP(=O)(O)O)N1)CP(=O)(O)O,21.97844236893431
O=[PH](CN(Cc1cccc(CN(CP(=O)(O)O)CP(=O)(O)O)n1)CP(=O)(O)O)OO,21.735768519075947
O=[PH](O)CCOCN(Cc1cccc(CN(CP(=O)(O)O)CP(=O)(O)O)n1)CP(=O)(O)O,21.616135098605394
O=PCN(Cc1cccc(CN(CP(=O)(O)O)CP(=O)(O)O)n1)CP(=O)(O)O,21.562762341402067
O=POCOCOCN(Cc1cccc(CN(CP(=O)(O)O)CP(=O)(O)O)n1)CP(=O)(O)O,21.459846106045255
CN(Cc1cccc(CN(CP(=O)(O)O)CP(=O)(O)O)n1)P(=O)(O)OCP(=O)(O)O,21.395488241206678
O=PSCOCOCN(Cc1cccc(CN(CP(=O)(O)O)CP(=O)(O)O)n1)CP(=O)(O)O,21.11042133033525
O=C(O)N1CCN(CP(=O)(O)O)CCN(C(=O)O)OCN(C(=O)O)CC1,21.09478121151339
