smiles,lgK
O=P(O)(O)CN(Cc1cccc(CN(CP(=O)(O)O)CP(=O)(O)O)n1)CP(=O)(O)O,29.016022672675394
O=C(O)N1CCN(CP(=O)(O)O)CCN(C(=O)O)CCN(C(=O)O)CC1,28.39976603665039
N=P(O)(O)CN1CCN(C(=O)O)CCN(C(=O)O)CCN(C(=O)O)CC1,27.039173221505724
O=C(O)N1CCN(CP(=O)(O)CC[PH](=O)O)CCN(C(=O)O)CCN(C(=O)O)CC1,26.14487280190367
NP(=O)(CC[PH](=O)O)CN1CCN(C(=O)O)CCN(C(=O)O)CCN(C(=O)O)CC1,25.33647296891161
O=P(O)(O)CN1CCN(CP(=O)(O)O)CCN(CP(=O)(O)O)CCN(CP(=O)(O)O)CC1,24.648000664115475
O=C(O)NCC1CCN(C(=O)O)CCN(C(=O)O)CCN1CP(=O)(O)O,24.291630048064953
O=C(O)CN(CCN(CCN(CC(=O)O)CC(=O)O)CC(=O)O)CCN(CC(=O)O)CC(=O)O,23.762210331629262
O=C(O)N1CCNCP(=O)(O)OCCN(C(=O)O)CCN(C(=O)O)CC1,23.515221365334916
O=C(O)N1CCN(CP(=O)(O)O)CCN(C[SH](=O)(O)O)CCN(C(=O)O)CC1,23.392135184286502
O=C(O)N1CCN(CP(=O)(O)O)CCN(C(=O)S)CCN(C(=O)O)CC1,23.27208773299509
O=C(O)N1CCN(CP(=O)(O)O)CCN(C(O)S)CCN(C(=O)O)CC1,22.44924007749712
CP(=O)(O)CN(Cc1cccc(CN(CP(=O)(O)O)CP(=O)(O)O)n1)CP(=O)(O)O,22.23091796290348
O=C(O)N1CCN(CP(=O)(O)O)CCN(C(=O)O)CC[SH](C(=O)O)CC1,22.078770841857157
O=C(O)NCC1CCN(C(=O)O)CCN(C(=O)O)CNN1CP(=O)(O)O,21.27487858588352
