smiles,lgK
O=P(O)(O)CN(Cc1cccc(CN(CP(=O)(O)O)CP(=O)(O)O)n1)CP(=O)(O)O,29.016022672675394
O=C(O)N1CCN(CP(=O)(O)O)CCN(C(=O)O)CCN(C(=O)O)CC1,28.39976603665039
O=C(O)N1CCN(CP(=O)(O)CC[PH](=O)O)CCN(C(=O)O)CCN(C(=O)O)CC1,26.14487280190367
NP(=O)(O)CN1CCN(C(=O)O)CCN(C(=O)O)CCN(C(=O)O)CC1,26.003231720715338
O=C(O)N1CCN(SP(=O)(O)O)CCN(C(=O)O)CCN(C(=O)O)CC1,25.897730585770542
O=C(O)N1CCN(CP(=O)(O)CO[PH](=O)O)CCN(C(=O)O)CCN(C(=O)O)CC1,25.724139215333462
N[PH](=O)CCP(=O)(O)CN1CCN(C(=O)O)CCN(C(=O)O)CCN(C(=O)O)CC1,25.54226490400256
O=C(O)SCP(=O)(O)CN1CCN(C(=O)O)CCN(C(=O)O)CCN(C(=O)O)CC1,25.458348390504195
O=C(O)CCP(=O)(O)CN1CCN(C(=O)O)CCN(C(=O)O)CCN(C(=O)O)CC1,25.385080516579713
O=C(O)N1CCN(CP(=O)(O)CC[SH](O)O)CCN(C(=O)O)CCN(C(=O)O)CC1,25.275881521302047
O=C(O)N1CCN(CP(=O)(O)S)CCN(C(=O)O)CCN(C(=O)O)CC1,25.097975742337873
O=C(O)N1CCN(COCC[PH](=O)O)CCN(C(=O)O)CCN(C(=O)O)CC1,25.05244126225901
O=C(O)N1CCN(CP(=O)(O)O)CCN(CP(=O)(O)O)CCN(C(=O)O)CC1,24.994554248613987
O=C(O)N1CCN(NP(=O)(O)O)CCN(C(=O)O)CCN(C(=O)O)CC1,24.80524531404496
NC(=O)N1CCN(CP(=O)(O)O)CCN(C(=O)O)CCN(C(=O)O)CC1,24.75184855052821
O=P(O)(O)CN1CCN(CP(=O)(O)O)CCN(CP(=O)(O)O)CCN(CP(=O)(O)O)CC1,24.648000664115475
O=C(O)CN1CCN(CP(=O)(O)O)CCN(C(=O)O)CCN(C(=O)O)CC1,24.607003852173154
O=C(O)NCC1CCN(C(=O)O)CCN(C(=O)O)CCN1CP(=O)(O)O,24.291630048064953
O=C(O)COCN1CCN(CP(=O)(O)O)CCN(C(=O)O)CCN(C(=O)O)CC1,24.19084793694531
