smiles,lgK
O=P(O)(O)CN(Cc1cccc(CN(CP(=O)(O)O)CP(=O)(O)O)n1)CP(=O)(O)O,29.016022672675394
O=C(O)N1CCN(CP(=O)(O)O)CCN(C(=O)O)CCN(C(=O)O)CC1,28.39976603665039
O=C(O)N1CCN(CP(=O)(O)CC[PH](=O)O)CCN(C(=O)O)CCN(C(=O)O)CC1,26.14487280190367
NP(=O)(O)CN1CCN(C(=O)O)CCN(C(=O)O)CCN(C(=O)O)CC1,26.003231720715338
O=C(O)N1CCN(CP(O)(O)=S)CCN(C(=O)O)CCN(C(=O)O)CC1,25.555104910841045
C=[PH](O)CCP(=O)(O)CN1CCN(C(=O)O)CCN(C(=O)O)CCN(C(=O)O)CC1,25.55147008688123
O=C(O)N1CCN(CP(=O)(O)CC[PH](O)=P)CCN(C(=O)O)CCN(C(=O)O)CC1,25.548965001522664
O=C(O)N1CCN(CP(=O)(O)CC=CPO)CCN(C(=O)O)CCN(C(=O)O)CC1,25.512112178062093
CP(=O)(O)CN1CCN(C(=O)O)CCN(C(=O)O)CCN(C(=O)O)CC1,25.489707786050943
O=C(O)CCP(=O)(O)CN1CCN(C(=O)O)CCN(C(=O)O)CCN(C(=O)O)CC1,25.385080516579713
O=C(O)NCP(=O)(O)CN1CCN(C(=O)O)CCN(C(=O)O)CCN(C(=O)O)CC1,25.33693472366776
O=C(O)N1CCN(CP(=O)(O)P)CCN(C(=O)O)CCN(C(=O)O)CC1,25.18406502121304
O=C(O)N1CCN(COCC[PH](=O)O)CCN(C(=O)O)CCN(C(=O)O)CC1,25.05244126225901
O=C(O)N1CCN(CP(=O)(O)O)CCN(CP(=O)(O)O)CCN(C(=O)O)CC1,24.994554248613987
O=C(O)NN1CCN(CP(=O)(O)O)CCN(C(=O)O)CCN(C(=O)O)CC1,24.95934466790381
NC(=O)N1CCN(C(=O)O)CCN(CP(=O)(O)O)CCN(C(=O)O)CC1,24.81530578705899
O=C(O)N1CCN(NP(=O)(O)O)CCN(C(=O)O)CCN(C(=O)O)CC1,24.80524531404496
NC(=O)N1CCN(CP(=O)(O)O)CCN(C(=O)O)CCN(C(=O)O)CC1,24.75184855052821
NCOCPP(=O)(O)CN1CCN(C(=O)O)CCN(C(=O)O)CCN(C(=O)O)CC1,24.714912683100877
