smiles,lgK
O=P(O)CCP(=O)(O)CN1CCN(C(=O)O)CCN(C(=O)O)CCN(C(=O)O)CC1,26.14487280190367
O=C(O)CCP(=O)(O)CN1CCN(C(=O)O)CCN(C(=O)O)CCN(C(=O)O)CC1,25.385080516579713
NC1=CC=C(CP(=O)(O)CN2CCN(C(=O)O)CCN(C(=O)O)CCN(C(=O)O)CC2)C=C1,23.86047980365595
O=P(O)(O)CN1CCN(C(=O)O)CCN(C(=O)O)CCN(C(=O)O)CC1,28.39976603665039
O=C(O)N1CCN(CP(=O)(O)O)CCN(C(=O)O)CCN(C(=O)O)CC1,28.39976603665039
OCP(=O)(O)CN1CCN(C(=O)O)CCN(C(=O)O)CCN(C(=O)O)CC1,26.655936943140027
O=P(O)(O)CN(CC1=CC=CC(CN(CP(=O)(O)O)CP(=O)(O)O)=N1)CP(=O)(O)O,29.016022672675394
NC=CCP(=O)(O)CN1CCN(C(=O)O)CCN(C(=O)O)CCN(C(=O)O)CC1,25.33046303403748
O=P(O)(O)CN(CC1=CC=CC(CN(CP(=O)(O)O)CP(=O)(O)O)=N1)CP(=O)(O)O,29.016022672675394
O=P(O)CCP(=O)(O)CN1CCN(C(=O)O)CCN(C(=O)O)CCN(C(=O)O)CC1,26.14487280190367
O=P(O)(O)CN1CCN(C(=O)O)CCN(C(=O)O)CCN(C(=O)O)CC1,28.39976603665039
O=C(O)N1CCN(CP(=O)(O)O)CCN(C(=O)O)CCN(C(=O)O)CC1,28.39976603665039
OCCP(=O)(O)CN1CCN(C(=O)O)CCN(C(=O)O)CCN(C(=O)O)CC1,26.625042942292126
